  'm-h': `X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
1.106849315	52.98	9.49	11.84	14.86	12.56	8.50	5.32
1.109589041	52.98	9.49	11.84	14.86	12.53	8.53	5.32
1.112328767	52.98	9.49	11.84	14.86	12.53	8.53	5.32
1.115068493	52.98	9.49	11.84	14.86	12.53	8.53	5.32
1.117808219	52.98	9.48	11.85	14.91	12.45	8.56	5.32
1.120547945	52.98	9.48	11.85	14.91	12.45	8.56	4.58
1.123287671	52.98	9.48	11.85	14.91	12.45	8.56	4.58
1.126027397	52.95	9.51	11.85	14.91	12.45	8.55	4.58
1.128767123	52.92	9.55	11.85	14.85	12.39	8.68	4.58
1.131506849	52.92	9.69	11.71	14.85	12.31	8.76	4.58
1.134246575	52.92	9.69	11.71	14.85	12.31	8.76	4.58
1.136986301	52.92	9.69	11.71	14.85	12.31	8.76	4.58
1.139726027	52.92	9.69	11.72	14.84	12.31	8.76	4.58
1.142465753	52.92	9.69	11.72	14.93	12.22	8.72	4.61
1.145205479	52.92	9.61	11.80	14.93	12.22	8.65	4.70
1.147945205	52.92	9.61	11.68	15.05	12.22	8.65	4.70
1.150684932	52.92	9.61	11.63	15.10	12.22	8.65	4.70
1.153424658	52.95	9.49	11.72	15.10	12.27	8.60	4.70
1.156164384	52.95	9.49	11.73	15.06	12.29	8.60	4.69
1.158904110	52.95	9.53	11.69	15.06	12.29	8.60	4.69
1.161643836	52.92	9.56	11.69	15.06	12.29	8.68	4.62
1.164383562	52.92	9.56	11.69	15.03	12.31	8.68	4.62
1.167123288	52.92	9.54	11.70	15.05	12.31	8.68	4.62
1.169863014	52.90	9.55	11.68	15.07	12.32	8.67	4.62
1.172602740	52.90	9.55	11.68	15.07	12.35	8.65	4.62
1.175342466	52.90	9.48	11.76	15.07	12.35	8.67	4.60
1.178082192	53.04	9.34	11.76	15.07	12.35	8.67	4.61
1.180821918	53.04	9.27	11.83	15.01	12.40	8.67	4.61
1.183561644	53.04	9.27	11.83	15.01	12.43	8.57	4.67
1.186301370	52.90	9.41	11.83	15.04	12.40	8.57	4.67
1.189041096	52.90	9.42	11.81	15.04	12.40	8.58	4.67
1.191780822	52.90	9.35	11.95	14.97	12.40	8.57	4.68
1.194520548	52.93	9.33	11.95	14.94	12.43	8.57	4.68
1.197260274	52.93	9.33	11.95	14.94	12.43	8.57	4.68
1.200000000	52.93	9.33	11.95	14.94	12.43	8.57	4.68
1.202739726	52.93	9.33	11.95	14.87	12.50	8.57	4.68
1.205479452	52.93	9.33	11.95	14.85	12.53	8.57	4.68
1.208219178	52.93	9.33	12.05	14.73	12.54	8.57	4.68
1.210958904	52.93	9.33	12.05	14.77	12.49	8.58	4.70
1.213698630	53.10	9.15	12.05	14.78	12.49	8.58	4.70
1.216438356	53.10	9.15	12.11	14.72	12.49	8.58	4.70
1.219178082	53.10	9.15	12.11	14.72	12.49	8.58	4.70
1.221917808	53.10	9.15	12.11	14.72	12.49	8.54	4.72
1.224657534	53.10	9.20	12.03	14.75	12.45	8.59	4.83
1.227397260	53.10	9.20	11.98	14.81	12.45	8.57	4.84
1.230136986	53.10	9.19	11.98	14.80	12.46	8.57	4.84
1.232876712	53.10	9.19	11.98	14.80	12.46	8.57	4.84
1.235616438	53.10	9.19	11.98	14.80	12.38	8.65	4.84
1.238356164	53.10	9.26	11.91	14.80	12.38	8.65	4.84
1.241095890	53.10	9.26	11.91	14.80	12.38	8.65	4.84
1.243835616	53.10	9.26	11.91	14.80	12.38	8.65	4.84
1.246575342	53.10	9.26	11.91	14.80	12.38	8.65	4.84
1.249315068	53.16	9.20	11.91	14.80	12.38	8.65	4.84
1.252054795	53.16	9.20	11.85	14.86	12.38	8.65	4.84
1.254794521	53.16	9.20	11.85	14.86	12.38	8.64	4.85
1.257534247	53.16	9.20	11.85	14.86	12.38	8.64	4.85
1.260273973	53.16	9.20	11.84	14.87	12.40	8.62	4.84
1.263013699	53.16	9.20	11.84	14.87	12.36	8.64	4.85
1.265753425	53.16	9.20	11.76	14.95	12.36	8.64	4.85
1.268493151	53.16	9.20	11.72	14.98	12.36	8.64	4.91
1.271232877	53.16	9.20	11.68	15.03	12.36	8.64	4.91
1.273972603	53.16	9.37	11.45	15.09	12.36	8.64	4.99
1.276712329	53.16	9.37	11.45	15.09	12.36	8.64	4.99
1.279452055	53.16	9.37	11.45	15.05	12.41	8.64	4.99
1.282191781	53.16	9.95	10.87	15.05	12.41	8.64	4.99
1.284931507	53.16	9.95	10.87	15.04	12.41	8.66	4.97
1.287671233	53.16	9.95	10.87	15.04	12.41	8.66	4.97
1.290410959	53.16	10.02	10.80	15.10	12.36	8.66	4.98
1.293150685	53.16	10.02	10.80	15.10	12.36	8.70	4.93
1.295890411	53.16	10.02	10.80	15.10	12.36	8.70	4.93
1.298630137	53.87	9.31	10.80	15.10	12.35	8.70	4.85
1.301369863	53.87	9.58	10.47	15.16	12.35	8.70	4.85
1.304109589	53.87	9.39	10.66	15.16	12.35	8.70	4.94
1.306849315	53.87	9.39	10.65	15.17	12.35	8.70	4.94
1.309589041	53.87	9.39	10.57	15.25	12.36	8.67	4.96
1.312328767	53.87	9.39	10.57	15.20	12.41	8.67	4.96
1.315068493	53.87	9.39	10.57	15.20	12.41	8.67	4.96
1.317808219	53.87	9.63	10.38	15.16	12.41	8.67	5.31
1.320547945	53.87	9.63	10.37	15.17	12.41	8.67	5.31
1.323287671	53.73	9.77	10.37	15.17	12.41	8.67	5.31
1.326027397	53.73	9.75	10.45	15.11	12.41	8.65	5.33
1.328767123	53.73	9.75	10.45	15.11	12.41	8.65	5.33
1.331506849	53.73	9.75	10.48	15.08	12.41	8.65	5.33
1.334246575	53.73	9.78	10.42	15.10	12.42	8.65	5.33
1.336986301	53.73	9.78	10.42	15.10	12.47	8.60	5.33
1.339726027	53.73	9.78	10.42	15.02	12.55	8.58	5.34
1.342465753	53.73	9.78	10.37	15.03	12.60	8.58	5.34
1.345205479	53.73	9.76	10.44	14.92	12.64	8.58	5.34
1.347945205	53.73	9.76	10.44	14.92	12.64	8.58	5.34
1.350684932	53.73	9.76	10.44	14.92	12.64	8.56	5.36
1.353424658	53.73	9.76	10.44	14.92	12.64	8.56	5.37
1.356164384	53.38	10.11	10.44	14.86	12.71	8.56	5.37
1.358904110	53.38	10.11	10.44	14.86	12.71	8.55	5.38
1.361643836	53.38	10.11	10.48	14.83	12.71	8.55	5.38
1.364383562	53.38	10.11	10.45	14.85	12.71	8.52	5.41
1.367123288	53.38	9.94	10.66	14.78	12.75	8.52	5.42
1.369863014	53.38	9.94	10.67	14.77	12.75	8.52	5.42
1.372602740	53.38	9.82	10.79	14.90	12.57	8.57	5.36
1.375342466	53.38	9.82	10.78	14.99	12.48	8.57	5.36
1.378082192	53.38	9.82	10.78	14.88	12.65	8.52	5.36
1.380821918	53.38	9.82	10.72	15.04	12.54	8.52	5.36
1.383561644	53.55	9.64	10.78	15.02	12.55	8.47	5.36
1.386301370	53.55	9.64	10.78	15.02	12.55	8.47	5.36
1.389041096	53.55	9.64	10.78	15.02	12.55	8.49	5.34
1.391780822	53.53	9.66	10.78	15.02	12.55	8.47	5.36
1.394520548	53.55	9.65	10.77	15.03	12.55	8.47	5.36
1.397260274	53.55	9.81	10.61	15.03	12.55	8.47	5.36
1.400000000	53.55	9.81	10.62	14.99	12.49	8.52	5.41
1.402739726	53.55	9.81	10.54	15.02	12.49	8.57	5.41
1.405479452	53.55	9.81	10.49	15.06	12.49	8.57	5.41
1.408219178	53.55	9.66	10.64	15.06	12.49	8.56	5.41
1.410958904	53.55	9.66	10.60	15.10	12.49	8.56	5.41
1.413698630	53.55	9.66	10.65	15.05	12.49	8.56	5.41
1.416438356	53.55	9.66	10.65	15.05	12.49	8.56	5.32
1.419178082	53.55	9.66	10.65	15.07	12.50	8.54	5.32
1.421917808	53.55	9.62	10.61	15.15	12.50	8.54	5.32
1.424657534	53.55	9.62	10.61	15.20	12.45	8.50	5.36
1.427397260	53.55	9.62	10.61	15.21	12.44	8.50	5.36
1.430136986	54.30	8.87	10.61	15.21	12.44	8.50	5.36
1.432876712	54.03	9.14	10.61	15.21	12.44	8.50	5.36
1.435616438	54.03	9.14	10.61	15.21	12.44	8.50	5.34
1.438356164	54.03	9.14	10.61	15.21	12.44	8.50	5.34
1.441095890	54.03	9.14	10.61	15.21	12.44	8.50	5.35
1.443835616	54.03	9.14	10.61	15.21	12.44	8.50	5.35
1.446575342	54.03	9.09	10.65	15.20	12.45	8.50	5.35
1.449315068	54.03	9.09	10.65	15.20	12.46	8.50	5.35
1.452054795	54.03	9.09	10.65	15.20	12.46	8.50	5.35
1.454794521	54.03	9.09	10.65	15.20	12.46	8.50	5.35
1.457534247	54.03	9.09	10.65	15.20	12.46	8.50	5.35
1.460273973	54.03	9.09	10.56	15.28	12.48	8.49	5.35
1.463013699	54.03	9.09	10.56	15.28	12.48	8.45	5.38
1.465753425	54.03	9.09	10.56	15.28	12.48	8.45	5.27
1.468493151	54.08	9.04	10.56	15.17	12.61	8.43	5.27
1.471232877	54.08	9.04	10.56	15.17	12.61	8.43	5.27
1.473972603	54.08	9.02	10.58	15.05	12.73	8.43	5.28
1.476712329	54.08	9.02	10.58	15.13	12.65	8.43	5.28
1.479452055	54.08	9.02	10.58	15.13	12.65	8.43	5.28
1.482191781	54.07	9.04	10.58	15.13	12.65	8.43	5.27
1.484931507	54.07	9.04	10.58	15.13	12.62	8.45	5.27
1.487671233	54.07	9.03	10.58	15.19	12.56	8.45	5.27
1.490410959	54.07	8.92	10.69	15.19	12.56	8.45	5.27
1.493150685	54.07	8.92	10.69	15.19	12.56	8.45	5.35
1.495890411	54.07	8.92	10.69	15.19	12.56	8.45	5.35
1.498630137	54.07	8.90	10.71	15.19	12.56	8.45	5.35
1.501369863	54.07	8.90	10.71	15.19	12.56	8.45	5.35
1.504109589	54.07	8.90	10.71	15.18	12.58	8.41	5.38
1.506849315	54.45	8.52	10.71	15.18	12.58	8.41	5.38
1.509589041	54.45	8.52	10.62	15.24	12.62	8.41	5.38
1.512328767	54.45	8.54	10.60	15.24	12.67	8.36	5.38
1.515068493	54.45	8.54	10.60	15.24	12.67	8.36	5.47
1.517808219	54.36	8.63	10.60	15.24	12.67	8.36	5.47
1.520547945	54.36	8.63	10.60	15.24	12.69	8.35	5.47
1.523287671	54.36	8.63	10.53	15.31	12.69	8.34	5.47
1.526027397	53.74	9.25	10.53	15.31	12.69	8.35	5.27
1.528767123	53.74	9.25	10.53	15.27	12.73	8.35	5.27
1.531506849	53.48	9.49	10.58	15.08	12.87	8.35	5.27
1.534246575	53.48	9.49	10.55	15.11	12.87	8.35	5.27
1.536986301	53.48	9.43	10.61	15.11	12.87	8.35	5.28
1.539726027	53.48	9.43	10.61	15.11	12.85	8.37	5.28
1.542465753	53.48	9.43	10.61	15.11	12.85	8.35	5.30
1.545205479	53.48	9.43	10.61	15.11	12.85	8.35	5.30
1.547945205	53.48	9.43	10.61	15.11	12.85	8.35	5.30
1.550684932	53.48	9.43	10.61	15.10	12.87	8.35	5.30
1.553424658	53.48	9.43	10.64	15.07	12.83	8.38	5.30
1.556164384	53.48	9.49	10.58	15.07	12.83	8.37	5.32
1.558904110	53.48	9.41	10.65	15.09	12.83	8.37	5.32
1.561643836	53.48	9.11	10.94	15.09	12.83	8.37	5.32
1.564383562	53.48	9.09	10.96	15.16	12.76	8.37	5.32
1.567123288	53.48	9.00	11.02	15.19	12.76	8.37	5.32
1.569863014	53.48	9.00	11.02	15.19	12.72	8.41	5.32
1.572602740	53.48	9.00	11.02	15.30	12.61	8.38	5.22
1.575342466	53.48	8.99	11.06	15.24	12.63	8.38	5.22
1.578082192	53.48	9.03	11.02	15.24	12.63	8.38	5.23
1.580821918	53.29	9.23	11.02	15.24	12.63	8.38	5.23
1.583561644	53.29	9.23	11.02	15.24	12.63	8.37	5.24
1.586301370	53.29	9.23	11.02	15.26	12.61	8.40	5.20
1.589041096	53.28	9.24	11.02	15.26	12.61	8.40	5.20
1.591780822	53.28	9.24	11.02	15.26	12.61	8.37	5.23
1.594520548	53.28	9.24	11.02	15.26	12.61	8.36	5.25
1.597260274	53.28	9.24	11.05	15.22	12.61	8.36	5.26
1.600000000	53.28	9.23	11.06	15.22	12.61	8.36	5.27
1.602739726	53.28	9.23	11.06	15.25	12.58	8.36	5.27
1.605479452	53.28	8.97	11.29	15.29	12.58	8.34	5.29
1.608219178	53.28	8.97	11.29	15.29	12.58	8.34	5.29
1.610958904	53.28	8.97	11.23	15.35	12.58	8.34	5.29
1.613698630	53.28	8.97	11.14	15.46	12.54	8.35	5.29
1.616438356	53.28	8.97	11.14	15.46	12.54	8.35	5.29
1.619178082	53.28	8.97	11.14	15.46	12.43	8.46	5.29
1.621917808	53.28	8.97	11.23	15.38	12.43	8.45	5.30
1.624657534	53.28	8.97	11.23	15.38	12.49	8.40	5.28
1.627397260	53.19	9.06	11.29	15.32	12.49	8.40	5.28
1.630136986	53.19	9.06	11.29	15.30	12.42	8.47	5.30
1.632876712	53.36	8.89	11.26	15.30	12.45	8.47	5.30
1.635616438	53.36	8.89	11.26	15.26	12.50	8.47	5.30
1.638356164	53.36	8.89	11.26	15.26	12.50	8.47	5.30
1.641095890	53.36	8.89	11.25	15.26	12.50	8.47	5.30
1.643835616	53.36	8.89	11.38	15.18	12.45	8.48	5.29
1.646575342	53.36	9.07	11.20	15.18	12.45	8.48	5.29
1.649315068	53.36	9.07	11.20	15.12	12.51	8.48	5.29
1.652054795	53.36	9.07	11.11	15.22	12.51	8.48	5.29
1.654794521	53.22	9.21	11.11	15.22	12.51	8.48	5.29
1.657534247	53.22	9.21	11.11	15.22	12.51	8.48	5.29
1.660273973	53.22	9.12	11.20	15.22	12.39	8.61	5.29
1.663013699	53.22	9.12	11.20	15.22	12.39	8.60	5.32
1.665753425	53.22	9.12	11.20	15.22	12.35	8.64	5.32
1.668493151	53.22	9.02	11.30	15.22	12.35	8.64	5.32
1.671232877	53.24	8.99	11.30	15.22	12.35	8.64	5.28
1.673972603	53.24	8.99	11.30	15.15	12.41	8.64	5.28
1.676712329	53.23	9.01	11.24	15.18	12.44	8.64	5.28
1.679452055	53.23	9.01	11.24	15.18	12.44	8.64	5.28
1.682191781	53.23	9.01	11.24	15.22	12.40	8.64	5.28
1.684931507	53.23	9.01	11.16	15.30	12.40	8.64	5.28
1.687671233	53.23	9.01	11.06	15.43	12.39	8.63	5.28
1.690410959	53.23	9.01	11.06	15.43	12.39	8.63	5.28
1.693150685	53.23	9.01	11.06	15.40	12.42	8.63	5.28
1.695890411	53.23	9.01	11.06	15.40	12.42	8.63	5.28
1.698630137	53.23	9.01	11.06	15.40	12.42	8.63	5.27
1.701369863	53.23	9.07	11.00	15.40	12.42	8.63	5.27
1.704109589	53.23	9.06	11.00	15.40	12.42	8.63	5.27
1.706849315	53.23	9.06	10.88	15.51	12.42	8.63	5.27
1.709589041	53.26	8.98	10.95	15.50	12.40	8.64	5.31
1.712328767	53.26	8.87	11.06	15.50	12.40	8.64	5.31
1.715068493	53.26	8.87	11.06	15.50	12.40	8.64	5.27
1.717808219	53.26	8.87	11.06	15.47	12.43	8.65	5.27
1.720547945	53.26	8.87	11.02	15.41	12.54	8.65	5.27
1.723287671	53.26	8.87	11.02	15.41	12.44	8.75	4.90
1.726027397	53.26	8.87	11.02	15.31	12.53	8.94	5.13
1.728767123	53.26	8.87	10.99	15.34	12.53	8.94	5.14
1.731506849	53.26	8.87	10.95	15.38	12.53	8.94	5.14
1.734246575	53.26	8.78	11.09	15.34	12.53	8.94	5.14
1.736986301	53.26	8.78	11.10	15.32	12.53	8.97	5.10
1.739726027	53.26	8.78	11.10	15.32	12.53	8.97	5.10
1.742465753	53.26	8.78	11.10	15.32	12.52	8.98	5.10
1.745205479	53.28	8.95	10.90	15.32	12.52	8.98	5.10
1.747945205	53.28	8.86	11.00	15.32	12.52	8.98	5.10
1.750684932	53.50	8.64	10.94	15.38	12.52	8.98	5.10
1.753424658	53.50	8.64	10.90	15.41	12.52	9.01	5.08
1.756164384	53.50	8.62	10.90	15.46	12.51	9.01	5.08
1.758904110	53.50	8.62	10.90	15.46	12.62	8.89	5.10
1.761643836	53.50	8.62	10.90	15.46	12.62	8.89	5.10
1.764383562	53.50	8.62	10.90	15.46	12.62	8.89	5.10
1.767123288	53.50	8.62	10.90	15.46	12.62	8.89	5.10
1.769863014	53.50	8.62	10.90	15.47	12.61	8.89	5.10
1.772602740	53.50	8.62	10.90	15.47	12.61	8.90	5.09
1.775342466	53.50	8.62	10.90	15.47	12.61	8.90	5.09
1.778082192	53.50	8.61	10.90	15.47	12.61	8.89	5.10
1.780821918	53.50	8.61	10.90	15.47	12.61	8.89	5.10
1.783561644	53.50	8.61	10.99	15.38	12.61	8.94	5.05
1.786301370	53.50	8.61	10.99	15.30	12.69	8.95	5.04
1.789041096	53.50	8.61	10.99	15.30	12.69	8.95	5.04
1.791780822	53.50	8.61	11.01	15.29	12.69	8.98	5.03
1.794520548	53.50	8.43	11.19	15.29	12.69	8.98	5.03
1.797260274	53.90	8.02	11.19	15.29	12.69	8.98	5.05
1.800000000	53.90	8.02	11.20	15.28	12.68	8.98	5.03
1.802739726	53.90	8.02	11.20	15.28	12.68	8.89	5.11
1.805479452	53.90	8.02	11.08	15.41	12.68	8.89	5.11
1.808219178	53.69	8.24	11.08	15.42	12.67	8.90	5.11
1.810958904	53.69	8.24	11.08	15.42	12.67	8.90	5.09
1.813698630	53.69	8.25	11.07	15.35	12.74	8.90	5.09
1.816438356	53.69	8.25	11.07	15.35	12.74	8.90	5.09
1.819178082	53.69	8.25	11.07	15.35	12.74	8.90	5.09
1.821917808	53.69	8.25	11.07	15.35	12.74	8.90	5.09
1.824657534	53.69	8.25	11.23	15.27	12.66	8.89	5.10
1.827397260	53.36	8.58	11.23	15.27	12.66	8.89	5.10
1.830136986	53.36	8.58	11.23	15.27	12.66	8.89	5.10
1.832876712	53.36	8.58	11.23	15.27	12.66	8.89	4.94
1.835616438	53.36	8.49	11.15	15.43	12.66	8.89	4.94
1.838356164	53.36	8.49	11.15	15.43	12.66	8.89	4.94
1.841095890	53.36	8.49	11.15	15.43	12.66	8.89	4.94
1.843835616	53.36	8.38	11.40	15.28	12.66	8.89	4.94
1.846575342	53.35	8.39	11.40	15.22	12.72	8.89	4.94
1.849315068	53.35	8.39	11.25	15.43	12.67	8.89	4.94
1.852054795	53.35	8.39	11.25	15.43	12.67	8.89	4.78
1.854794521	53.38	8.37	11.25	15.43	12.67	8.89	4.78
1.857534247	53.30	8.44	11.18	15.49	12.67	8.89	4.78
1.860273973	53.37	8.38	11.19	15.48	12.67	8.89	4.78
1.863013699	53.37	8.38	11.19	15.48	12.67	8.89	4.78
1.865753425	53.37	8.38	11.19	15.48	12.60	8.96	4.78
1.868493151	53.37	8.38	11.19	15.52	12.57	8.96	4.78
1.871232877	53.37	8.36	11.21	15.52	12.57	8.95	4.79
1.873972603	53.37	8.36	11.21	15.52	12.57	8.95	4.62
1.876712329	53.37	8.36	11.21	15.52	12.57	8.95	4.62
1.879452055	53.37	8.36	11.10	15.59	12.60	8.95	4.62
1.882191781	53.37	8.36	11.10	15.63	12.57	8.95	4.62
1.884931507	53.37	8.36	11.21	15.52	12.57	8.95	4.62
1.887671233	53.37	8.36	11.22	15.51	12.57	8.95	4.62
1.890410959	53.37	8.13	11.45	15.40	12.67	8.95	4.62
1.893150685	53.39	8.10	11.45	15.39	12.68	8.95	4.62
1.895890411	53.39	8.10	11.40	15.36	12.77	8.95	4.46
1.898630137	53.39	8.10	11.35	15.41	12.78	8.93	4.46
1.901369863	53.39	8.09	11.37	15.41	12.78	8.93	4.46
1.904109589	53.53	7.95	11.37	15.49	12.70	8.93	4.46
1.906849315	53.53	7.89	11.46	15.46	12.70	8.93	4.46
1.909589041	53.53	7.89	11.49	15.44	12.70	8.93	4.46
1.912328767	53.53	7.89	11.53	15.39	12.70	8.82	4.58
1.915068493	53.53	7.89	11.53	15.39	12.70	8.90	4.49
1.917808219	53.53	7.89	11.53	15.39	12.70	8.90	4.56
1.920547945	53.63	7.78	11.53	15.39	12.70	8.90	4.30
1.923287671	53.63	7.78	11.53	15.39	12.70	8.92	4.28
1.926027397	53.63	7.77	11.55	15.39	12.70	8.92	4.28
1.928767123	53.63	7.77	11.55	15.53	12.56	8.92	4.28
1.931506849	53.63	7.77	11.47	15.61	12.56	8.92	4.28
1.934246575	53.63	7.77	11.47	15.61	12.56	9.01	4.18
1.936986301	53.63	7.77	11.47	15.58	12.59	9.01	4.12
1.939726027	53.63	7.65	11.61	15.56	12.59	9.01	4.12
1.942465753	53.63	7.65	11.61	15.50	12.65	9.01	4.12
1.945205479	53.63	7.65	11.61	15.60	12.57	9.00	4.12
1.947945205	53.74	7.54	11.61	15.60	12.57	9.00	4.12
1.950684932	53.74	7.52	11.63	15.60	12.57	9.00	4.13
1.953424658	53.74	7.52	11.66	15.57	12.57	9.00	4.13
1.956164384	53.74	7.52	11.66	15.57	12.57	9.00	4.13
1.958904110	53.74	7.52	11.66	15.57	12.57	9.00	4.06
1.961643836	53.74	7.51	11.67	15.53	12.61	9.00	4.06
1.964383562	53.74	7.51	11.67	15.53	12.61	9.02	4.04
1.967123288	53.74	7.51	11.67	15.47	12.67	9.02	4.04
1.969863014	53.74	7.51	11.67	15.47	12.67	8.90	4.17
1.972602740	53.74	7.51	11.67	15.47	12.67	8.90	4.17
1.975342466	53.74	7.51	11.67	15.47	12.39	9.17	4.17
1.978082192	53.84	7.41	11.67	15.47	12.39	9.17	4.17
1.980821918	53.84	7.41	11.67	15.44	12.41	9.17	4.17
1.983561644	53.84	7.41	11.67	15.44	12.41	9.17	4.17
1.986301370	53.84	7.22	11.86	15.38	12.47	8.98	4.36
1.989041096	53.43	7.63	11.89	15.32	12.50	8.98	4.30
1.991780822	53.44	7.63	11.89	15.32	12.48	9.00	4.30
1.994520548	53.44	7.63	11.89	15.32	12.48	9.00	4.30
1.997260274	53.44	7.61	11.91	15.29	12.51	9.00	4.30
2.000000000	53.44	7.61	11.92	15.27	12.51	9.00	4.30
2.002739726	53.46	7.57	11.94	15.27	12.51	9.18	4.12
2.005479452	53.46	7.57	11.94	15.27	12.51	9.18	4.12
2.008219178	53.46	7.57	11.94	15.27	12.51	9.18	4.12
2.010958904	53.46	7.57	12.13	15.08	12.49	9.21	4.12
2.013698630	53.46	7.57	12.13	15.08	12.50	9.20	4.13
2.016438356	53.46	7.57	12.13	15.08	12.41	9.28	4.13
2.019178082	53.46	7.57	12.13	15.08	12.41	9.28	4.06
2.021917808	53.46	7.57	11.94	15.27	12.41	9.28	4.70
2.024657534	53.47	7.57	11.94	15.26	12.42	9.28	4.70
2.027397260	53.47	7.57	11.94	15.26	12.42	9.28	4.70
2.030136986	53.47	7.57	11.94	15.26	12.42	9.28	4.70
2.032876712	53.47	7.57	11.94	15.26	12.42	9.28	4.70
2.035616438	53.47	7.38	12.09	15.29	12.42	9.23	4.75
2.038356164	53.49	7.40	12.05	15.29	12.37	9.28	4.75
2.041095890	53.49	7.40	12.05	15.29	12.37	9.28	4.75
2.043835616	53.49	7.40	12.05	15.29	12.37	9.28	4.75
2.046575342	53.49	7.40	12.05	15.30	12.36	9.28	4.75
2.049315068	53.49	7.40	12.05	15.30	12.36	9.28	4.75
2.052054795	53.49	7.40	12.11	15.23	12.37	9.28	4.75
2.054794521	53.50	7.40	12.12	15.22	12.37	9.28	4.75
2.057534247	53.50	6.74	12.78	15.22	12.37	9.28	4.75
2.060273973	53.50	6.74	12.78	15.17	12.43	9.28	4.75
2.063013699	53.50	6.74	12.78	15.17	12.43	9.28	4.75
2.065753425	53.50	6.74	12.79	15.13	12.45	9.28	4.75
2.068493151	53.50	6.74	12.79	15.13	12.45	9.28	4.95
2.071232877	53.50	6.74	12.79	15.13	12.45	9.28	4.95
2.073972603	53.50	7.01	12.51	15.13	12.45	9.28	4.95
2.076712329	53.52	6.99	12.51	15.13	12.45	9.28	5.02
2.079452055	53.52	6.99	12.51	15.13	12.45	9.19	5.04
2.082191781	53.52	6.99	12.61	15.04	12.45	9.19	5.04
2.084931507	53.52	6.99	12.61	15.03	12.41	9.24	5.04
2.087671233	53.52	6.98	12.61	15.03	12.41	9.24	5.04
2.090410959	53.52	6.98	12.62	15.02	12.41	9.24	5.04
2.093150685	53.52	6.98	12.54	15.09	12.41	9.24	5.04
2.095890411	53.52	6.98	12.54	15.09	12.41	9.24	5.04
2.098630137	53.52	6.98	12.54	15.09	12.41	9.23	5.05
2.101369863	53.52	6.98	12.54	15.09	12.41	9.23	5.05
2.104109589	53.52	6.99	12.53	15.09	12.41	9.23	4.18
2.106849315	53.52	6.99	12.53	15.09	12.41	9.23	4.18
2.109589041	53.52	6.99	12.53	15.01	12.50	9.23	4.18
2.112328767	53.55	6.97	12.53	15.01	12.50	9.23	4.18
2.115068493	53.55	6.97	12.49	15.05	12.50	9.23	4.18
2.117808219	53.40	7.12	12.49	15.05	12.50	9.23	4.18
2.120547945	53.49	7.03	12.49	14.98	12.57	9.13	4.28
2.123287671	53.49	7.03	12.49	14.95	12.60	9.13	4.28
2.126027397	53.49	6.85	12.67	14.95	12.60	9.13	4.28
2.128767123	53.49	7.00	12.52	14.83	12.71	9.13	4.28
2.131506849	53.49	7.00	12.52	14.89	12.50	9.29	4.27
2.134246575	53.49	7.00	12.52	14.89	12.50	9.29	4.27
2.136986301	53.49	7.00	12.52	14.89	12.50	9.29	4.44
2.139726027	53.49	7.00	12.52	14.89	12.50	9.29	4.44
2.142465753	53.49	7.00	12.49	14.97	12.45	9.29	4.44
2.145205479	53.47	7.02	12.49	14.97	12.45	9.29	4.44
2.147945205	53.47	7.02	12.49	14.92	12.50	9.29	4.44
2.150684932	53.54	6.96	12.48	14.92	12.50	9.29	4.44
2.153424658	53.54	6.96	12.48	14.92	12.50	9.29	4.44
2.156164384	53.54	6.87	12.57	14.92	12.50	9.29	4.44
2.158904110	53.18	7.23	12.57	14.92	12.50	9.29	4.44
2.161643836	53.18	7.23	12.62	14.83	12.54	9.29	4.44
2.164383562	53.18	7.23	12.62	14.75	12.62	9.20	4.52
2.167123288	53.18	7.23	12.63	14.74	12.62	9.20	4.52
2.169863014	53.18	7.23	12.63	14.74	12.62	9.20	4.52
2.172602740	53.18	7.12	12.74	14.69	12.67	9.20	4.52
2.175342466	53.18	7.03	12.85	14.67	12.67	9.09	4.64
2.178082192	53.18	7.03	12.85	14.67	12.41	9.35	4.80
2.180821918	53.18	6.90	12.98	14.67	12.41	9.35	4.79
2.183561644	53.18	6.90	12.98	14.68	12.41	9.35	4.79
2.186301370	53.18	6.90	12.98	14.68	12.41	9.35	4.79
2.189041096	53.18	6.90	13.00	14.66	12.54	9.21	4.80
2.191780822	53.18	6.90	13.00	14.66	12.54	9.21	4.80
2.194520548	53.18	6.90	13.00	14.63	12.57	9.21	4.80
2.197260274	53.18	6.83	13.06	14.59	12.47	9.34	4.80
2.200000000	53.18	6.83	13.06	14.59	12.47	9.34	4.80
2.202739726	53.18	6.83	13.06	14.50	12.57	9.34	4.80
2.205479452	52.66	7.35	13.08	14.48	12.57	9.15	4.99
2.208219178	52.66	7.35	13.09	14.47	12.57	9.15	4.99
2.210958904	52.66	7.35	13.09	14.47	12.57	9.15	4.99
2.213698630	52.66	7.35	13.09	14.47	12.57	9.15	4.99
2.216438356	52.66	7.35	13.09	14.47	12.57	9.15	4.99
2.219178082	52.66	7.35	13.09	14.47	12.57	9.15	5.16
2.221917808	52.66	7.23	13.21	14.47	12.57	9.15	5.16
2.224657534	52.66	7.19	13.32	14.40	12.47	9.25	5.16
2.227397260	52.66	7.19	13.33	14.39	12.47	9.23	5.18
